case_id,functionality,test_case,label_gold,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ,target_type,dominance,explicit_ref,incites,group_insult,in_group,def_label
140,derog_neg_emote_h,I absolutely abhor all immigrants. ,hateful,immigrants,general,abhor,abhor,nan,nan,20,I absolutely abhor all [IDENTITY_P].,nationality,no,group_characteristic,hate,no,nan,hateful
141,derog_neg_attrib_h,Women are disgusting. ,hateful,women,general,disgusting,disgusting,nan,nan,21,[IDENTITY_P] are disgusting.,gender,no,group_characteristic,hate,yes,nan,hateful
142,derog_neg_attrib_h,Trans people are disgusting. ,hateful,trans people,general,disgusting,disgusting,nan,nan,21,[IDENTITY_P] are disgusting.,gender,no,group_characteristic,hate,yes,nan,hateful
143,derog_neg_attrib_h,Gay people are disgusting. ,hateful,gay people,general,disgusting,disgusting,nan,nan,21,[IDENTITY_P] are disgusting.,sexual orientation,no,group_characteristic,hate,yes,nan,hateful
144,derog_neg_attrib_h,Black people are disgusting. ,hateful,black people,general,disgusting,disgusting,nan,nan,21,[IDENTITY_P] are disgusting.,race ,no,group_characteristic,hate,yes,nan,hateful
145,derog_neg_attrib_h,Disabled people are disgusting. ,hateful,disabled people,general,disgusting,disgusting,nan,nan,21,[IDENTITY_P] are disgusting.,disability,no,group_characteristic,hate,yes,nan,hateful
146,derog_neg_attrib_h,Muslims are disgusting. ,hateful,Muslims,general,disgusting,disgusting,nan,nan,21,[IDENTITY_P] are disgusting.,religion,no,group_characteristic,hate,yes,nan,hateful
147,derog_neg_attrib_h,Immigrants are disgusting. ,hateful,immigrants,general,disgusting,disgusting,nan,nan,21,[IDENTITY_P] are disgusting.,nationality,no,group_characteristic,hate,yes,nan,hateful
148,derog_neg_attrib_h,All women are repulsive. ,hateful,women,general,repulsive,repulsive,nan,nan,22,All [IDENTITY_P] are repulsive.,gender,no,group_characteristic,hate,yes,nan,hateful
149,derog_neg_attrib_h,All trans people are repulsive. ,hateful,trans people,general,repulsive,repulsive,nan,nan,22,All [IDENTITY_P] are repulsive.,gender,no,group_characteristic,hate,yes,nan,hateful
150,derog_neg_attrib_h,All gay people are repulsive. ,hateful,gay people,general,repulsive,repulsive,nan,nan,22,All [IDENTITY_P] are repulsive.,sexual orientation,no,group_characteristic,hate,yes,nan,hateful
151,derog_neg_attrib_h,All black people are repulsive. ,hateful,black people,general,repulsive,repulsive,nan,nan,22,All [IDENTITY_P] are repulsive.,race ,no,group_characteristic,hate,yes,nan,hateful
152,derog_neg_attrib_h,All disabled people are repulsive. ,hateful,disabled people,general,repulsive,repulsive,nan,nan,22,All [IDENTITY_P] are repulsive.,disability,no,group_characteristic,hate,yes,nan,hateful
153,derog_neg_attrib_h,All Muslims are repulsive. ,hateful,Muslims,general,repulsive,repulsive,nan,nan,22,All [IDENTITY_P] are repulsive.,religion,no,group_characteristic,hate,yes,nan,hateful
154,derog_neg_attrib_h,All immigrants are repulsive. ,hateful,immigrants,general,repulsive,repulsive,nan,nan,22,All [IDENTITY_P] are repulsive.,nationality,no,group_characteristic,hate,yes,nan,hateful
155,derog_neg_attrib_h,Women are absolutely despicable. ,hateful,women,general,despicable,despicable,nan,nan,23,[IDENTITY_P] are absolutely despicable.,gender,no,group_characteristic,hate,yes,nan,hateful
156,derog_neg_attrib_h,Trans people are absolutely despicable. ,hateful,trans people,general,despicable,despicable,nan,nan,23,[IDENTITY_P] are absolutely despicable.,gender,no,group_characteristic,hate,yes,nan,hateful
157,derog_neg_attrib_h,Gay people are absolutely despicable. ,hateful,gay people,general,despicable,despicable,nan,nan,23,[IDENTITY_P] are absolutely despicable.,sexual orientation,no,group_characteristic,hate,yes,nan,hateful
158,derog_neg_attrib_h,Black people are absolutely despicable. ,hateful,black people,general,despicable,despicable,nan,nan,23,[IDENTITY_P] are absolutely despicable.,race ,no,group_characteristic,hate,yes,nan,hateful
159,derog_neg_attrib_h,Disabled people are absolutely despicable. ,hateful,disabled people,general,despicable,despicable,nan,nan,23,[IDENTITY_P] are absolutely despicable.,disability,no,group_characteristic,hate,yes,nan,hateful
160,derog_neg_attrib_h,Muslims are absolutely despicable. ,hateful,Muslims,general,despicable,despicable,nan,nan,23,[IDENTITY_P] are absolutely despicable.,religion,no,group_characteristic,hate,yes,nan,hateful
161,derog_neg_attrib_h,Immigrants are absolutely despicable. ,hateful,immigrants,general,despicable,despicable,nan,nan,23,[IDENTITY_P] are absolutely despicable.,nationality,no,group_characteristic,hate,yes,nan,hateful
162,derog_neg_attrib_h,Women are just so sickening. ,hateful,women,general,sickening,sickening,nan,nan,24,[IDENTITY_P] are just so sickening.,gender,no,group_characteristic,hate,yes,nan,hateful
163,derog_neg_attrib_h,Trans people are just so sickening. ,hateful,trans people,general,sickening,sickening,nan,nan,24,[IDENTITY_P] are just so sickening.,gender,no,group_characteristic,hate,yes,nan,hateful
164,derog_neg_attrib_h,Gay people are just so sickening. ,hateful,gay people,general,sickening,sickening,nan,nan,24,[IDENTITY_P] are just so sickening.,sexual orientation,no,group_characteristic,hate,yes,nan,hateful
165,derog_neg_attrib_h,Black people are just so sickening. ,hateful,black people,general,sickening,sickening,nan,nan,24,[IDENTITY_P] are just so sickening.,race ,no,group_characteristic,hate,yes,nan,hateful
166,derog_neg_attrib_h,Disabled people are just so sickening. ,hateful,disabled people,general,sickening,sickening,nan,nan,24,[IDENTITY_P] are just so sickening.,disability,no,group_characteristic,hate,yes,nan,hateful
167,derog_neg_attrib_h,Muslims are just so sickening. ,hateful,Muslims,general,sickening,sickening,nan,nan,24,[IDENTITY_P] are just so sickening.,religion,no,group_characteristic,hate,yes,nan,hateful
168,derog_neg_attrib_h,Immigrants are just so sickening. ,hateful,immigrants,general,sickening,sickening,nan,nan,24,[IDENTITY_P] are just so sickening.,nationality,no,group_characteristic,hate,yes,nan,hateful
169,derog_neg_attrib_h,Women can't stop themselves from being absolutely revolting. ,hateful,women,directed,revolting,revolting,nan,nan,25,[IDENTITY_P] can't stop themselves from being absolutely revolting.,gender,no,group_characteristic,hate,yes,nan,hateful
170,derog_neg_attrib_h,Trans people can't stop themselves from being absolutely revolting. ,hateful,trans people,directed,revolting,revolting,nan,nan,25,[IDENTITY_P] can't stop themselves from being absolutely revolting.,gender,no,group_characteristic,hate,yes,nan,hateful
171,derog_neg_attrib_h,Gay people can't stop themselves from being absolutely revolting. ,hateful,gay people,directed,revolting,revolting,nan,nan,25,[IDENTITY_P] can't stop themselves from being absolutely revolting.,sexual orientation,no,group_characteristic,hate,yes,nan,hateful
172,derog_neg_attrib_h,Black people can't stop themselves from being absolutely revolting. ,hateful,black people,directed,revolting,revolting,nan,nan,25,[IDENTITY_P] can't stop themselves from being absolutely revolting.,race ,no,group_characteristic,hate,yes,nan,hateful
173,derog_neg_attrib_h,Disabled people can't stop themselves from being absolutely revolting. ,hateful,disabled people,directed,revolting,revolting,nan,nan,25,[IDENTITY_P] can't stop themselves from being absolutely revolting.,disability,no,group_characteristic,hate,yes,nan,hateful
174,derog_neg_attrib_h,Muslims can't stop themselves from being absolutely revolting. ,hateful,Muslims,directed,revolting,revolting,nan,nan,25,[IDENTITY_P] can't stop themselves from being absolutely revolting.,religion,no,group_characteristic,hate,yes,nan,hateful
175,derog_neg_attrib_h,Immigrants can't stop themselves from being absolutely revolting. ,hateful,immigrants,directed,revolting,revolting,nan,nan,25,[IDENTITY_P] can't stop themselves from being absolutely revolting.,nationality,no,group_characteristic,hate,yes,nan,hateful
176,derog_neg_attrib_h,Women like you are repugnant. ,hateful,women,directed,repugnant,repugnant,nan,nan,26,[IDENTITY_P] like you are repugnant.,gender,no,group_characteristic,hate,yes,nan,hateful
177,derog_neg_attrib_h,Trans people like you are repugnant. ,hateful,trans people,directed,repugnant,repugnant,nan,nan,26,[IDENTITY_P] like you are repugnant.,gender,no,group_characteristic,hate,yes,nan,hateful
178,derog_neg_attrib_h,Gay people like you are repugnant. ,hateful,gay people,directed,repugnant,repugnant,nan,nan,26,[IDENTITY_P] like you are repugnant.,sexual orientation,no,group_characteristic,hate,yes,nan,hateful
179,derog_neg_attrib_h,Black people like you are repugnant. ,hateful,black people,directed,repugnant,repugnant,nan,nan,26,[IDENTITY_P] like you are repugnant.,race ,no,group_characteristic,hate,yes,nan,hateful
180,derog_neg_attrib_h,Disabled people like you are repugnant. ,hateful,disabled people,directed,repugnant,repugnant,nan,nan,26,[IDENTITY_P] like you are repugnant.,disability,no,group_characteristic,hate,yes,nan,hateful
181,derog_neg_attrib_h,Muslims like you are repugnant. ,hateful,Muslims,directed,repugnant,repugnant,nan,nan,26,[IDENTITY_P] like you are repugnant.,religion,no,group_characteristic,hate,yes,nan,hateful
182,derog_neg_attrib_h,Immigrants like you are repugnant. ,hateful,immigrants,directed,repugnant,repugnant,nan,nan,26,[IDENTITY_P] like you are repugnant.,nationality,no,group_characteristic,hate,yes,nan,hateful
183,derog_neg_attrib_h,You women are all dishonest. ,hateful,women,directed,dishonest,dishonest,nan,nan,27,You [IDENTITY_P] are all dishonest.,gender,no,group_characteristic,hate,yes,nan,hateful
184,derog_neg_attrib_h,You trans people are all dishonest. ,hateful,trans people,directed,dishonest,dishonest,nan,nan,27,You [IDENTITY_P] are all dishonest.,gender,no,group_characteristic,hate,yes,nan,hateful
185,derog_neg_attrib_h,You gay people are all dishonest. ,hateful,gay people,directed,dishonest,dishonest,nan,nan,27,You [IDENTITY_P] are all dishonest.,sexual orientation,no,group_characteristic,hate,yes,nan,hateful
186,derog_neg_attrib_h,You black people are all dishonest. ,hateful,black people,directed,dishonest,dishonest,nan,nan,27,You [IDENTITY_P] are all dishonest.,race ,no,group_characteristic,hate,yes,nan,hateful
187,derog_neg_attrib_h,You disabled people are all dishonest. ,hateful,disabled people,directed,dishonest,dishonest,nan,nan,27,You [IDENTITY_P] are all dishonest.,disability,no,group_characteristic,hate,yes,nan,hateful
188,derog_neg_attrib_h,You Muslims are all dishonest. ,hateful,Muslims,directed,dishonest,dishonest,nan,nan,27,You [IDENTITY_P] are all dishonest.,religion,no,"group_characteristic, stereotype",hate,yes,nan,hateful
189,derog_neg_attrib_h,You immigrants are all dishonest. ,hateful,immigrants,directed,dishonest,dishonest,nan,nan,27,You [IDENTITY_P] are all dishonest.,nationality,no,group_characteristic,hate,yes,nan,hateful
190,derog_neg_attrib_h,All women like them are vile. ,hateful,women,directed,vile,vile,nan,nan,28,All [IDENTITY_P] like them are vile.,gender,no,group_characteristic,hate,yes,nan,hateful
191,derog_neg_attrib_h,All trans people like them are vile. ,hateful,trans people,directed,vile,vile,nan,nan,28,All [IDENTITY_P] like them are vile.,gender,no,group_characteristic,hate,yes,nan,hateful
192,derog_neg_attrib_h,All gay people like them are vile. ,hateful,gay people,directed,vile,vile,nan,nan,28,All [IDENTITY_P] like them are vile.,sexual orientation,no,group_characteristic,hate,yes,nan,hateful
193,derog_neg_attrib_h,All black people like them are vile. ,hateful,black people,directed,vile,vile,nan,nan,28,All [IDENTITY_P] like them are vile.,race ,no,group_characteristic,hate,yes,nan,hateful
194,derog_neg_attrib_h,All disabled people like them are vile. ,hateful,disabled people,directed,vile,vile,nan,nan,28,All [IDENTITY_P] like them are vile.,disability,no,group_characteristic,hate,yes,nan,hateful
195,derog_neg_attrib_h,All Muslims like them are vile. ,hateful,Muslims,directed,vile,vile,nan,nan,28,All [IDENTITY_P] like them are vile.,religion,no,group_characteristic,hate,yes,nan,hateful
196,derog_neg_attrib_h,All immigrants like them are vile. ,hateful,immigrants,directed,vile,vile,nan,nan,28,All [IDENTITY_P] like them are vile.,nationality,no,group_characteristic,hate,yes,nan,hateful
197,derog_neg_attrib_h,Women like you are just pathetic. ,hateful,women,directed,pathetic,pathetic,nan,nan,29,[IDENTITY_P] like you are just pathetic.,gender,no,group_characteristic,hate,yes,nan,hateful
198,derog_neg_attrib_h,Trans people like you are just pathetic. ,hateful,trans people,directed,pathetic,pathetic,nan,nan,29,[IDENTITY_P] like you are just pathetic.,gender,no,group_characteristic,hate,yes,nan,hateful
199,derog_neg_attrib_h,Gay people like you are just pathetic. ,hateful,gay people,directed,pathetic,pathetic,nan,nan,29,[IDENTITY_P] like you are just pathetic.,sexual orientation,no,group_characteristic,hate,yes,nan,hateful
200,derog_neg_attrib_h,Black people like you are just pathetic. ,hateful,black people,directed,pathetic,pathetic,nan,nan,29,[IDENTITY_P] like you are just pathetic.,race ,no,group_characteristic,hate,yes,nan,hateful
201,derog_neg_attrib_h,Disabled people like you are just pathetic. ,hateful,disabled people,directed,pathetic,pathetic,nan,nan,29,[IDENTITY_P] like you are just pathetic.,disability,no,group_characteristic,hate,yes,nan,hateful
202,derog_neg_attrib_h,Muslims like you are just pathetic. ,hateful,Muslims,directed,pathetic,pathetic,nan,nan,29,[IDENTITY_P] like you are just pathetic.,religion,no,group_characteristic,hate,yes,nan,hateful
203,derog_neg_attrib_h,Immigrants like you are just pathetic. ,hateful,immigrants,directed,pathetic,pathetic,nan,nan,29,[IDENTITY_P] like you are just pathetic.,nationality,no,group_characteristic,hate,yes,nan,hateful
204,derog_neg_attrib_h,Women with any power are a threat to civilisation. ,hateful,women,general,threat,threat,nan,nan,30,[IDENTITY_P] with any power are a threat to civilisation.,gender,no,"group_characteristic, stereotype",discrimination,yes,nan,hateful
205,derog_neg_attrib_h,Trans people with any power are a threat to civilisation. ,hateful,trans people,general,threat,threat,nan,nan,30,[IDENTITY_P] with any power are a threat to civilisation.,gender,no,group_characteristic,discrimination,yes,nan,hateful
206,derog_neg_attrib_h,Gay people with any power are a threat to civilisation. ,hateful,gay people,general,threat,threat,nan,nan,30,[IDENTITY_P] with any power are a threat to civilisation.,sexual orientation,no,group_characteristic,discrimination,yes,nan,hateful
207,derog_neg_attrib_h,Black people with any power are a threat to civilisation. ,hateful,black people,general,threat,threat,nan,nan,30,[IDENTITY_P] with any power are a threat to civilisation.,race ,no,group_characteristic,discrimination,yes,nan,hateful
208,derog_neg_attrib_h,Disabled people with any power are a threat to civilisation. ,hateful,disabled people,general,threat,threat,nan,nan,30,[IDENTITY_P] with any power are a threat to civilisation.,disability,no,group_characteristic,discrimination,yes,nan,hateful
